Account,Txn Date,Value Date,Description,Ref/Cheque No.,Merchant,MCC,Category,Channel,Debit,Credit,Balance
XXXX-XXXX-9876,2023-04-18,2023-04-18,UPI CR/***@oksbi/Refund,UPI209690,,,Refund,UPI,,2000.00,1345884.44
XXXX-XXXX-9876,2023-04-10,2023-04-10,SI POS/NETFLIX.COM/Subscriptions,SI80215,,,Subscriptions,SI,649.00,,1345235.44
XXXX-XXXX-9876,2023-04-11,2023-04-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI760368,,,Telecom,UPI,399.00,,1344836.44
XXXX-XXXX-9876,2023-04-27,2023-04-27,INT CR/SB INTEREST,INT58688,,,Interest,AUTO,,45.75,1344882.19
XXXX-XXXX-9876,2023-05-01,2023-05-01,NEFT CR/Salary CREDIT/MAY 2023,NEFT2305S,Employer: TechNova Solutions,,Income,NEFT,,87739.39,1432621.58
XXXX-XXXX-9876,2023-05-03,2023-05-03,IMPS DR/RENT/HOME OWNER,IMPS377614,,,Housing,IMPS,23000.00,,1409621.58
XXXX-XXXX-9876,2023-05-07,2023-05-07,ELECTRICITY BILL/NDPL/ONLINE,EB59248,,,Utilities,NET,1850.00,,1407771.58
XXXX-XXXX-9876,2023-05-08,2023-05-08,WATER BILL/DJB/ONLINE,WB85675,,,Utilities,NET,420.00,,1407351.58
XXXX-XXXX-9876,2023-05-14,2023-05-14,CC Payment HDFC Regalia XXXX-4321,NACH446899,,,Debt Payment,NACH,15000.00,,1392351.58
XXXX-XXXX-9876,2023-05-21,2023-05-21,POS DR/BIGBASKET/DELHI,POS563765,BigBasket,5411,Groceries,POS,1100.00,,1391251.58
XXXX-XXXX-9876,2023-05-28,2023-05-28,POS DR/BIGBASKET/DELHI,POS285342,BigBasket,5411,Groceries,POS,1350.00,,1389901.58
XXXX-XXXX-9876,2023-05-15,2023-05-15,POS DR/BPCL FUEL PUMP/DELHI,POS410780,BPCL,5541,Transport,POS,1200.00,,1388701.58
XXXX-XXXX-9876,2023-05-28,2023-05-28,POS DR/BPCL FUEL PUMP/DELHI,POS425134,BPCL,5541,Transport,POS,1800.00,,1386901.58
XXXX-XXXX-9876,2023-05-25,2023-05-25,POS DR/SWIGGY/FOOD ORDER,POS868646,Swiggy,5814,Dining,POS,620.00,,1386281.58
XXXX-XXXX-9876,2023-05-27,2023-05-27,POS DR/SWIGGY/FOOD ORDER,POS883411,Swiggy,5814,Dining,POS,350.00,,1385931.58
XXXX-XXXX-9876,2023-05-18,2023-05-18,UPI CR/***@oksbi/Refund,UPI135434,,,Refund,UPI,,1500.00,1387431.58
XXXX-XXXX-9876,2023-05-10,2023-05-10,SI POS/NETFLIX.COM/Subscriptions,SI29577,,,Subscriptions,SI,649.00,,1386782.58
XXXX-XXXX-9876,2023-05-11,2023-05-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI405105,,,Telecom,UPI,399.00,,1386383.58
XXXX-XXXX-9876,2023-05-27,2023-05-27,INT CR/SB INTEREST,INT77197,,,Interest,AUTO,,45.75,1386429.33
XXXX-XXXX-9876,2023-06-01,2023-06-01,NEFT CR/Salary CREDIT/JUN 2023,NEFT2306S,Employer: TechNova Solutions,,Income,NEFT,,87739.39,1474168.72
XXXX-XXXX-9876,2023-06-03,2023-06-03,IMPS DR/RENT/HOME OWNER,IMPS481785,,,Housing,IMPS,23000.00,,1451168.72
XXXX-XXXX-9876,2023-06-07,2023-06-07,ELECTRICITY BILL/NDPL/ONLINE,EB16262,,,Utilities,NET,1750.00,,1449418.72
XXXX-XXXX-9876,2023-06-08,2023-06-08,WATER BILL/DJB/ONLINE,WB74014,,,Utilities,NET,420.00,,1448998.72
XXXX-XXXX-9876,2023-06-14,2023-06-14,CC Payment HDFC Regalia XXXX-4321,NACH123372,,,Debt Payment,NACH,11000.00,,1437998.72
XXXX-XXXX-9876,2023-06-04,2023-06-04,POS DR/BIGBASKET/DELHI,POS102742,BigBasket,5411,Groceries,POS,1100.00,,1436898.72
XXXX-XXXX-9876,2023-06-11,2023-06-11,POS DR/BIGBASKET/DELHI,POS472205,BigBasket,5411,Groceries,POS,1890.00,,1435008.72
XXXX-XXXX-9876,2023-06-18,2023-06-18,POS DR/BIGBASKET/DELHI,POS211529,BigBasket,5411,Groceries,POS,1580.00,,1433428.72
XXXX-XXXX-9876,2023-06-25,2023-06-25,POS DR/BIGBASKET/DELHI,POS474500,BigBasket,5411,Groceries,POS,1890.00,,1431538.72
XXXX-XXXX-9876,2023-06-15,2023-06-15,POS DR/BPCL FUEL PUMP/DELHI,POS533311,BPCL,5541,Transport,POS,1500.00,,1430038.72
XXXX-XXXX-9876,2023-06-28,2023-06-28,POS DR/BPCL FUEL PUMP/DELHI,POS717707,BPCL,5541,Transport,POS,1800.00,,1428238.72
XXXX-XXXX-9876,2023-06-09,2023-06-09,POS DR/SWIGGY/FOOD ORDER,POS754237,Swiggy,5814,Dining,POS,620.00,,1427618.72
XXXX-XXXX-9876,2023-06-11,2023-06-11,POS DR/SWIGGY/FOOD ORDER,POS266328,Swiggy,5814,Dining,POS,750.00,,1426868.72
XXXX-XXXX-9876,2023-06-18,2023-06-18,UPI CR/***@oksbi/Refund,UPI241294,,,Refund,UPI,,1000.00,1427868.72
XXXX-XXXX-9876,2023-06-10,2023-06-10,SI POS/NETFLIX.COM/Subscriptions,SI41927,,,Subscriptions,SI,649.00,,1427219.72
XXXX-XXXX-9876,2023-06-11,2023-06-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI841838,,,Telecom,UPI,399.00,,1426820.72
XXXX-XXXX-9876,2023-06-25,2023-06-25,POS DR/INDIGO AIRLINES/TICKET,POS769211,IndiGo,4511,Travel,POS,8200.00,,1418620.72
XXXX-XXXX-9876,2023-06-27,2023-06-27,BANK CHARGES/CONSOLIDATED,BNK97224,,,Bank Charges,NET,29.50,,1418591.22
XXXX-XXXX-9876,2023-07-01,2023-07-01,NEFT CR/Salary CREDIT/JUL 2023,NEFT2307S,Employer: TechNova Solutions,,Income,NEFT,,87739.39,1506330.61
XXXX-XXXX-9876,2023-07-03,2023-07-03,IMPS DR/RENT/HOME OWNER,IMPS920150,,,Housing,IMPS,23000.00,,1483330.61
XXXX-XXXX-9876,2023-07-07,2023-07-07,ELECTRICITY BILL/NDPL/ONLINE,EB45358,,,Utilities,NET,1950.00,,1481380.61
XXXX-XXXX-9876,2023-07-08,2023-07-08,WATER BILL/DJB/ONLINE,WB44634,,,Utilities,NET,350.00,,1481030.61
XXXX-XXXX-9876,2023-07-14,2023-07-14,CC Payment HDFC Regalia XXXX-4321,NACH776276,,,Debt Payment,NACH,11000.00,,1470030.61
XXXX-XXXX-9876,2023-07-02,2023-07-02,POS DR/BIGBASKET/DELHI,POS467350,BigBasket,5411,Groceries,POS,1890.00,,1468140.61
XXXX-XXXX-9876,2023-07-09,2023-07-09,POS DR/BIGBASKET/DELHI,POS776964,BigBasket,5411,Groceries,POS,1890.00,,1466250.61
XXXX-XXXX-9876,2023-07-16,2023-07-16,POS DR/BIGBASKET/DELHI,POS565310,BigBasket,5411,Groceries,POS,1890.00,,1464360.61
XXXX-XXXX-9876,2023-07-23,2023-07-23,POS DR/BIGBASKET/DELHI,POS642724,BigBasket,5411,Groceries,POS,1890.00,,1462470.61
XXXX-XXXX-9876,2023-07-30,2023-07-30,POS DR/BIGBASKET/DELHI,POS360568,BigBasket,5411,Groceries,POS,1725.00,,1460745.61
XXXX-XXXX-9876,2023-07-15,2023-07-15,POS DR/HPCL FUEL PUMP/DELHI,POS146139,HPCL,5541,Transport,POS,1200.00,,1459545.61
XXXX-XXXX-9876,2023-07-28,2023-07-28,POS DR/HPCL FUEL PUMP/DELHI,POS525710,HPCL,5541,Transport,POS,1200.00,,1458345.61
XXXX-XXXX-9876,2023-07-10,2023-07-10,POS DR/SWIGGY/FOOD ORDER,POS161215,Swiggy,5814,Dining,POS,480.00,,1457865.61
XXXX-XXXX-9876,2023-07-12,2023-07-12,POS DR/SWIGGY/FOOD ORDER,POS112950,Swiggy,5814,Dining,POS,350.00,,1457515.61
XXXX-XXXX-9876,2023-07-18,2023-07-18,UPI CR/***@oksbi/Refund,UPI742399,,,Refund,UPI,,1500.00,1459015.61
XXXX-XXXX-9876,2023-07-10,2023-07-10,SI POS/NETFLIX.COM/Subscriptions,SI28647,,,Subscriptions,SI,649.00,,1458366.61
XXXX-XXXX-9876,2023-07-11,2023-07-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI533248,,,Telecom,UPI,399.00,,1457967.61
XXXX-XXXX-9876,2023-07-25,2023-07-25,UPI DR/OLA CABS/***@okicici,UPI631573,Ola,4121,Transport,UPI,540.00,,1457427.61
XXXX-XXXX-9876,2023-07-27,2023-07-27,INT CR/SB INTEREST,INT64426,,,Interest,AUTO,,45.75,1457473.36
XXXX-XXXX-9876,2023-08-01,2023-08-01,NEFT CR/Salary CREDIT/AUG 2023,NEFT2308S,Employer: TechNova Solutions,,Income,NEFT,,87739.39,1545212.75
XXXX-XXXX-9876,2023-08-03,2023-08-03,IMPS DR/RENT/HOME OWNER,IMPS952891,,,Housing,IMPS,23000.00,,1522212.75
XXXX-XXXX-9876,2023-08-07,2023-08-07,ELECTRICITY BILL/NDPL/ONLINE,EB90371,,,Utilities,NET,1750.00,,1520462.75
XXXX-XXXX-9876,2023-08-08,2023-08-08,WATER BILL/DJB/ONLINE,WB76660,,,Utilities,NET,480.00,,1519982.75
XXXX-XXXX-9876,2023-08-14,2023-08-14,CC Payment HDFC Regalia XXXX-4321,NACH414851,,,Debt Payment,NACH,11000.00,,1508982.75
XXXX-XXXX-9876,2023-08-06,2023-08-06,POS DR/BIGBASKET/DELHI,POS859489,BigBasket,5411,Groceries,POS,1100.00,,1507882.75
XXXX-XXXX-9876,2023-08-13,2023-08-13,POS DR/BIGBASKET/DELHI,POS850149,BigBasket,5411,Groceries,POS,1725.00,,1506157.75
XXXX-XXXX-9876,2023-08-20,2023-08-20,POS DR/BIGBASKET/DELHI,POS106657,BigBasket,5411,Groceries,POS,1890.00,,1504267.75
XXXX-XXXX-9876,2023-08-27,2023-08-27,POS DR/BIGBASKET/DELHI,POS985451,BigBasket,5411,Groceries,POS,1725.00,,1502542.75
XXXX-XXXX-9876,2023-08-15,2023-08-15,POS DR/IOCL FUEL PUMP/DELHI,POS184387,IOCL,5541,Transport,POS,2200.00,,1500342.75
XXXX-XXXX-9876,2023-08-28,2023-08-28,POS DR/BPCL FUEL PUMP/DELHI,POS283911,BPCL,5541,Transport,POS,2200.00,,1498142.75
XXXX-XXXX-9876,2023-08-06,2023-08-06,POS DR/SWIGGY/FOOD ORDER,POS343580,Swiggy,5814,Dining,POS,620.00,,1497522.75
XXXX-XXXX-9876,2023-08-12,2023-08-12,POS DR/SWIGGY/FOOD ORDER,POS229254,Swiggy,5814,Dining,POS,350.00,,1497172.75
XXXX-XXXX-9876,2023-08-18,2023-08-18,UPI CR/***@oksbi/Refund,UPI451814,,,Refund,UPI,,2000.00,1499172.75
XXXX-XXXX-9876,2023-08-10,2023-08-10,SI POS/NETFLIX.COM/Subscriptions,SI16885,,,Subscriptions,SI,649.00,,1498523.75
XXXX-XXXX-9876,2023-08-11,2023-08-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI378908,,,Telecom,UPI,399.00,,1498124.75
XXXX-XXXX-9876,2023-08-27,2023-08-27,INT CR/SB INTEREST,INT99880,,,Interest,AUTO,,45.75,1498170.50
XXXX-XXXX-9876,2023-09-01,2023-09-01,NEFT CR/Salary CREDIT/SEP 2023,NEFT2309S,Employer: TechNova Solutions,,Income,NEFT,,87739.39,1585909.89
XXXX-XXXX-9876,2023-09-03,2023-09-03,IMPS DR/RENT/HOME OWNER,IMPS926749,,,Housing,IMPS,23000.00,,1562909.89
XXXX-XXXX-9876,2023-09-07,2023-09-07,ELECTRICITY BILL/NDPL/ONLINE,EB78582,,,Utilities,NET,1850.00,,1561059.89
XXXX-XXXX-9876,2023-09-08,2023-09-08,WATER BILL/DJB/ONLINE,WB48747,,,Utilities,NET,420.00,,1560639.89
XXXX-XXXX-9876,2023-09-14,2023-09-14,CC Payment HDFC Regalia XXXX-4321,NACH632077,,,Debt Payment,NACH,11000.00,,1549639.89
XXXX-XXXX-9876,2023-09-10,2023-09-10,POS DR/BIGBASKET/DELHI,POS278016,BigBasket,5411,Groceries,POS,1100.00,,1548539.89
XXXX-XXXX-9876,2023-09-17,2023-09-17,POS DR/BIGBASKET/DELHI,POS347578,BigBasket,5411,Groceries,POS,1580.00,,1546959.89
XXXX-XXXX-9876,2023-09-24,2023-09-24,POS DR/BIGBASKET/DELHI,POS266918,BigBasket,5411,Groceries,POS,1350.00,,1545609.89
XXXX-XXXX-9876,2023-09-15,2023-09-15,POS DR/BPCL FUEL PUMP/DELHI,POS301260,BPCL,5541,Transport,POS,1800.00,,1543809.89
XXXX-XXXX-9876,2023-09-28,2023-09-28,POS DR/IOCL FUEL PUMP/DELHI,POS730436,IOCL,5541,Transport,POS,1800.00,,1542009.89
XXXX-XXXX-9876,2023-09-12,2023-09-12,POS DR/SWIGGY/FOOD ORDER,POS592299,Swiggy,5814,Dining,POS,890.00,,1541119.89
XXXX-XXXX-9876,2023-09-19,2023-09-19,POS DR/SWIGGY/FOOD ORDER,POS980501,Swiggy,5814,Dining,POS,750.00,,1540369.89
XXXX-XXXX-9876,2023-09-18,2023-09-18,UPI CR/***@oksbi/Refund,UPI656393,,,Refund,UPI,,1000.00,1541369.89
XXXX-XXXX-9876,2023-09-10,2023-09-10,SI POS/NETFLIX.COM/Subscriptions,SI13475,,,Subscriptions,SI,649.00,,1540720.89
XXXX-XXXX-9876,2023-09-11,2023-09-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI558452,,,Telecom,UPI,399.00,,1540321.89
XXXX-XXXX-9876,2023-09-27,2023-09-27,BANK CHARGES/CONSOLIDATED,BNK50337,,,Bank Charges,NET,29.50,,1540292.39
XXXX-XXXX-9876,2023-10-01,2023-10-01,NEFT CR/Salary CREDIT/OCT 2023,NEFT2310S,Employer: TechNova Solutions,,Income,NEFT,,87739.39,1628031.78
XXXX-XXXX-9876,2023-10-03,2023-10-03,IMPS DR/RENT/HOME OWNER,IMPS927538,,,Housing,IMPS,23000.00,,1605031.78
XXXX-XXXX-9876,2023-10-07,2023-10-07,ELECTRICITY BILL/NDPL/ONLINE,EB37782,,,Utilities,NET,1950.00,,1603081.78
XXXX-XXXX-9876,2023-10-08,2023-10-08,WATER BILL/DJB/ONLINE,WB91608,,,Utilities,NET,350.00,,1602731.78
XXXX-XXXX-9876,2023-10-14,2023-10-14,CC Payment HDFC Regalia XXXX-4321,NACH251618,,,Debt Payment,NACH,13000.00,,1589731.78
XXXX-XXXX-9876,2023-10-15,2023-10-15,POS DR/BIGBASKET/DELHI,POS128209,BigBasket,5411,Groceries,POS,1100.00,,1588631.78
XXXX-XXXX-9876,2023-10-22,2023-10-22,POS DR/BIGBASKET/DELHI,POS211860,BigBasket,5411,Groceries,POS,1100.00,,1587531.78
XXXX-XXXX-9876,2023-10-29,2023-10-29,POS DR/BIGBASKET/DELHI,POS269671,BigBasket,5411,Groceries,POS,1890.00,,1585641.78
XXXX-XXXX-9876,2023-10-15,2023-10-15,POS DR/IOCL FUEL PUMP/DELHI,POS834778,IOCL,5541,Transport,POS,1500.00,,1584141.78
XXXX-XXXX-9876,2023-10-28,2023-10-28,POS DR/HPCL FUEL PUMP/DELHI,POS143672,HPCL,5541,Transport,POS,1200.00,,1582941.78
XXXX-XXXX-9876,2023-10-09,2023-10-09,POS DR/SWIGGY/FOOD ORDER,POS830865,Swiggy,5814,Dining,POS,350.00,,1582591.78
XXXX-XXXX-9876,2023-10-30,2023-10-30,POS DR/SWIGGY/FOOD ORDER,POS872575,Swiggy,5814,Dining,POS,350.00,,1582241.78
XXXX-XXXX-9876,2023-10-18,2023-10-18,UPI CR/***@oksbi/Refund,UPI148957,,,Refund,UPI,,1000.00,1583241.78
XXXX-XXXX-9876,2023-10-10,2023-10-10,SI POS/NETFLIX.COM/Subscriptions,SI87394,,,Subscriptions,SI,649.00,,1582592.78
XXXX-XXXX-9876,2023-10-11,2023-10-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI898772,,,Telecom,UPI,399.00,,1582193.78
XXXX-XXXX-9876,2023-10-27,2023-10-27,INT CR/SB INTEREST,INT79978,,,Interest,AUTO,,45.75,1582239.53
XXXX-XXXX-9876,2023-11-01,2023-11-01,NEFT CR/Salary CREDIT/NOV 2023,NEFT2311S,Employer: TechNova Solutions,,Income,NEFT,,91248.97,1673488.50
XXXX-XXXX-9876,2023-11-03,2023-11-03,IMPS DR/RENT/HOME OWNER,IMPS796425,,,Housing,IMPS,23000.00,,1650488.50
XXXX-XXXX-9876,2023-11-07,2023-11-07,ELECTRICITY BILL/NDPL/ONLINE,EB18643,,,Utilities,NET,1950.00,,1648538.50
XXXX-XXXX-9876,2023-11-08,2023-11-08,WATER BILL/DJB/ONLINE,WB24039,,,Utilities,NET,420.00,,1648118.50
XXXX-XXXX-9876,2023-11-14,2023-11-14,CC Payment HDFC Regalia XXXX-4321,NACH313029,,,Debt Payment,NACH,13000.00,,1635118.50
XXXX-XXXX-9876,2023-11-05,2023-11-05,POS DR/BIGBASKET/DELHI,POS135505,BigBasket,5411,Groceries,POS,1100.00,,1634018.50
XXXX-XXXX-9876,2023-11-12,2023-11-12,POS DR/BIGBASKET/DELHI,POS988895,BigBasket,5411,Groceries,POS,1100.00,,1632918.50
XXXX-XXXX-9876,2023-11-19,2023-11-19,POS DR/BIGBASKET/DELHI,POS965138,BigBasket,5411,Groceries,POS,1100.00,,1631818.50
XXXX-XXXX-9876,2023-11-26,2023-11-26,POS DR/BIGBASKET/DELHI,POS600291,BigBasket,5411,Groceries,POS,1580.00,,1630238.50
XXXX-XXXX-9876,2023-11-15,2023-11-15,POS DR/HPCL FUEL PUMP/DELHI,POS202615,HPCL,5541,Transport,POS,1500.00,,1628738.50
XXXX-XXXX-9876,2023-11-28,2023-11-28,POS DR/BPCL FUEL PUMP/DELHI,POS408763,BPCL,5541,Transport,POS,1500.00,,1627238.50
XXXX-XXXX-9876,2023-11-17,2023-11-17,POS DR/SWIGGY/FOOD ORDER,POS121934,Swiggy,5814,Dining,POS,620.00,,1626618.50
XXXX-XXXX-9876,2023-11-20,2023-11-20,POS DR/SWIGGY/FOOD ORDER,POS369171,Swiggy,5814,Dining,POS,620.00,,1625998.50
XXXX-XXXX-9876,2023-11-18,2023-11-18,UPI CR/***@oksbi/Refund,UPI396320,,,Refund,UPI,,1000.00,1626998.50
XXXX-XXXX-9876,2023-11-10,2023-11-10,SI POS/NETFLIX.COM/Subscriptions,SI58237,,,Subscriptions,SI,649.00,,1626349.50
XXXX-XXXX-9876,2023-11-11,2023-11-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI436412,,,Telecom,UPI,399.00,,1625950.50
XXXX-XXXX-9876,2023-11-27,2023-11-27,INT CR/SB INTEREST,INT72401,,,Interest,AUTO,,45.75,1625996.25
XXXX-XXXX-9876,2023-12-01,2023-12-01,NEFT CR/Salary CREDIT/DEC 2023,NEFT2312S,Employer: TechNova Solutions,,Income,NEFT,,91248.97,1717245.22
XXXX-XXXX-9876,2023-12-03,2023-12-03,IMPS DR/RENT/HOME OWNER,IMPS992733,,,Housing,IMPS,23000.00,,1694245.22
XXXX-XXXX-9876,2023-12-07,2023-12-07,ELECTRICITY BILL/NDPL/ONLINE,EB47702,,,Utilities,NET,1600.00,,1692645.22
XXXX-XXXX-9876,2023-12-08,2023-12-08,WATER BILL/DJB/ONLINE,WB64122,,,Utilities,NET,350.00,,1692295.22
XXXX-XXXX-9876,2023-12-14,2023-12-14,CC Payment HDFC Regalia XXXX-4321,NACH643814,,,Debt Payment,NACH,17000.00,,1675295.22
XXXX-XXXX-9876,2023-12-10,2023-12-10,POS DR/BIGBASKET/DELHI,POS463626,BigBasket,5411,Groceries,POS,1100.00,,1674195.22
XXXX-XXXX-9876,2023-12-17,2023-12-17,POS DR/BIGBASKET/DELHI,POS838889,BigBasket,5411,Groceries,POS,1725.00,,1672470.22
XXXX-XXXX-9876,2023-12-24,2023-12-24,POS DR/BIGBASKET/DELHI,POS664008,BigBasket,5411,Groceries,POS,1100.00,,1671370.22
XXXX-XXXX-9876,2023-12-31,2023-12-31,POS DR/BIGBASKET/DELHI,POS327094,BigBasket,5411,Groceries,POS,1890.00,,1669480.22
XXXX-XXXX-9876,2023-12-15,2023-12-15,POS DR/BPCL FUEL PUMP/DELHI,POS702449,BPCL,5541,Transport,POS,1200.00,,1668280.22
XXXX-XXXX-9876,2023-12-28,2023-12-28,POS DR/IOCL FUEL PUMP/DELHI,POS557239,IOCL,5541,Transport,POS,1500.00,,1666780.22
XXXX-XXXX-9876,2023-12-02,2023-12-02,POS DR/SWIGGY/FOOD ORDER,POS402340,Swiggy,5814,Dining,POS,480.00,,1666300.22
XXXX-XXXX-9876,2023-12-23,2023-12-23,POS DR/SWIGGY/FOOD ORDER,POS104573,Swiggy,5814,Dining,POS,350.00,,1665950.22
XXXX-XXXX-9876,2023-12-18,2023-12-18,UPI CR/***@oksbi/Refund,UPI464698,,,Refund,UPI,,2500.00,1668450.22
XXXX-XXXX-9876,2023-12-10,2023-12-10,SI POS/NETFLIX.COM/Subscriptions,SI22542,,,Subscriptions,SI,649.00,,1667801.22
XXXX-XXXX-9876,2023-12-11,2023-12-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI615358,,,Telecom,UPI,399.00,,1667402.22
XXXX-XXXX-9876,2023-12-27,2023-12-27,INT CR/SB INTEREST,INT74825,,,Interest,AUTO,,45.75,1667447.97
XXXX-XXXX-9876,2024-01-01,2024-01-01,NEFT CR/Salary CREDIT/JAN 2024,NEFT2401S,Employer: TechNova Solutions,,Income,NEFT,,91248.97,1758696.94
XXXX-XXXX-9876,2024-01-03,2024-01-03,IMPS DR/RENT/HOME OWNER,IMPS721338,,,Housing,IMPS,23000.00,,1735696.94
XXXX-XXXX-9876,2024-01-07,2024-01-07,ELECTRICITY BILL/NDPL/ONLINE,EB55506,,,Utilities,NET,1850.00,,1733846.94
XXXX-XXXX-9876,2024-01-08,2024-01-08,WATER BILL/DJB/ONLINE,WB85760,,,Utilities,NET,420.00,,1733426.94
XXXX-XXXX-9876,2024-01-14,2024-01-14,CC Payment HDFC Regalia XXXX-4321,NACH954842,,,Debt Payment,NACH,15000.00,,1718426.94
XXXX-XXXX-9876,2024-01-21,2024-01-21,POS DR/BIGBASKET/DELHI,POS833457,BigBasket,5411,Groceries,POS,1350.00,,1717076.94
XXXX-XXXX-9876,2024-01-28,2024-01-28,POS DR/BIGBASKET/DELHI,POS622521,BigBasket,5411,Groceries,POS,1350.00,,1715726.94
XXXX-XXXX-9876,2024-01-15,2024-01-15,POS DR/HPCL FUEL PUMP/DELHI,POS767451,HPCL,5541,Transport,POS,1200.00,,1714526.94
XXXX-XXXX-9876,2024-01-28,2024-01-28,POS DR/HPCL FUEL PUMP/DELHI,POS926187,HPCL,5541,Transport,POS,2200.00,,1712326.94
XXXX-XXXX-9876,2024-01-24,2024-01-24,POS DR/SWIGGY/FOOD ORDER,POS758434,Swiggy,5814,Dining,POS,350.00,,1711976.94
XXXX-XXXX-9876,2024-01-30,2024-01-30,POS DR/SWIGGY/FOOD ORDER,POS472891,Swiggy,5814,Dining,POS,620.00,,1711356.94
XXXX-XXXX-9876,2024-01-18,2024-01-18,UPI CR/***@oksbi/Refund,UPI199770,,,Refund,UPI,,2500.00,1713856.94
XXXX-XXXX-9876,2024-01-10,2024-01-10,SI POS/NETFLIX.COM/Subscriptions,SI61720,,,Subscriptions,SI,649.00,,1713207.94
XXXX-XXXX-9876,2024-01-11,2024-01-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI881419,,,Telecom,UPI,399.00,,1712808.94
XXXX-XXXX-9876,2024-01-25,2024-01-25,UPI DR/OLA CABS/***@okicici,UPI126396,Ola,4121,Transport,UPI,540.00,,1712268.94
XXXX-XXXX-9876,2024-01-27,2024-01-27,INT CR/SB INTEREST,INT49733,,,Interest,AUTO,,45.75,1712314.69
XXXX-XXXX-9876,2024-02-01,2024-02-01,NEFT CR/Salary CREDIT/FEB 2024,NEFT2402S,Employer: TechNova Solutions,,Income,NEFT,,91248.97,1803563.66
XXXX-XXXX-9876,2024-02-03,2024-02-03,IMPS DR/RENT/HOME OWNER,IMPS375980,,,Housing,IMPS,23000.00,,1780563.66
XXXX-XXXX-9876,2024-02-07,2024-02-07,ELECTRICITY BILL/NDPL/ONLINE,EB66106,,,Utilities,NET,1750.00,,1778813.66
XXXX-XXXX-9876,2024-02-08,2024-02-08,WATER BILL/DJB/ONLINE,WB59716,,,Utilities,NET,420.00,,1778393.66
XXXX-XXXX-9876,2024-02-14,2024-02-14,CC Payment HDFC Regalia XXXX-4321,NACH233043,,,Debt Payment,NACH,17000.00,,1761393.66
XXXX-XXXX-9876,2024-02-04,2024-02-04,POS DR/BIGBASKET/DELHI,POS722946,BigBasket,5411,Groceries,POS,1890.00,,1759503.66
XXXX-XXXX-9876,2024-02-11,2024-02-11,POS DR/BIGBASKET/DELHI,POS777694,BigBasket,5411,Groceries,POS,1890.00,,1757613.66
XXXX-XXXX-9876,2024-02-18,2024-02-18,POS DR/BIGBASKET/DELHI,POS465413,BigBasket,5411,Groceries,POS,1100.00,,1756513.66
XXXX-XXXX-9876,2024-02-25,2024-02-25,POS DR/BIGBASKET/DELHI,POS442528,BigBasket,5411,Groceries,POS,1890.00,,1754623.66
XXXX-XXXX-9876,2024-02-15,2024-02-15,POS DR/BPCL FUEL PUMP/DELHI,POS984060,BPCL,5541,Transport,POS,1500.00,,1753123.66
XXXX-XXXX-9876,2024-02-28,2024-02-28,POS DR/IOCL FUEL PUMP/DELHI,POS277786,IOCL,5541,Transport,POS,1800.00,,1751323.66
XXXX-XXXX-9876,2024-02-13,2024-02-13,POS DR/SWIGGY/FOOD ORDER,POS342246,Swiggy,5814,Dining,POS,890.00,,1750433.66
XXXX-XXXX-9876,2024-02-21,2024-02-21,POS DR/SWIGGY/FOOD ORDER,POS450280,Swiggy,5814,Dining,POS,480.00,,1749953.66
XXXX-XXXX-9876,2024-02-18,2024-02-18,UPI CR/***@oksbi/Refund,UPI584460,,,Refund,UPI,,1500.00,1751453.66
XXXX-XXXX-9876,2024-02-10,2024-02-10,SI POS/NETFLIX.COM/Subscriptions,SI76545,,,Subscriptions,SI,649.00,,1750804.66
XXXX-XXXX-9876,2024-02-11,2024-02-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI300879,,,Telecom,UPI,399.00,,1750405.66
XXXX-XXXX-9876,2024-02-25,2024-02-25,UPI DR/OLA CABS/***@okicici,UPI966673,Ola,4121,Transport,UPI,540.00,,1749865.66
XXXX-XXXX-9876,2024-02-27,2024-02-27,INT CR/SB INTEREST,INT30262,,,Interest,AUTO,,45.75,1749911.41
XXXX-XXXX-9876,2024-03-01,2024-03-01,NEFT CR/Salary CREDIT/MAR 2024,NEFT2403S,Employer: TechNova Solutions,,Income,NEFT,,91248.97,1841160.38
XXXX-XXXX-9876,2024-03-03,2024-03-03,IMPS DR/RENT/HOME OWNER,IMPS858472,,,Housing,IMPS,23000.00,,1818160.38
XXXX-XXXX-9876,2024-03-07,2024-03-07,ELECTRICITY BILL/NDPL/ONLINE,EB30445,,,Utilities,NET,1750.00,,1816410.38
XXXX-XXXX-9876,2024-03-08,2024-03-08,WATER BILL/DJB/ONLINE,WB52803,,,Utilities,NET,480.00,,1815930.38
XXXX-XXXX-9876,2024-03-14,2024-03-14,CC Payment HDFC Regalia XXXX-4321,NACH347687,,,Debt Payment,NACH,13000.00,,1802930.38
